id,entidad,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
1388,Centro,1,31,1,710,1,6,6,3,4,12,151,12,213,1,1,1,4,1
1389,Centro,2,30,1,494,1,0,1,1,4,7,29,0,291,0,0,0,2,0
1390,Centro,1,35,1,2422,1,11,5,4,4,7,121,92,500,2,0,0,3,0
1391,Centro,1,31,1,712,1,0,1,1,4,5,36,5,500,1,1,0,4,1
1392,Centro,1,30,1,2829,1,2,1,0,4,5,87,0,130,0,1,1,3,1
1393,Centro,2,32,2,3273,1,1,9,3,1,7,147,9,500,3,0,1,4,1
1396,Centro,1,31,1,1635,1,3,2,1,2,7,396,41,500,1,0,1,2,0
1397,Centro,1,30,1,2169,0,6,3,5,4,9,219,43,500,2,0,1,4,1
1398,Centro,2,35,1,627,1,2,4,0,4,4,28,0,228,0,0,0,3,1
1399,Centro,2,31,1,66,1,0,0,0,4,8,47,3,98,0,0,0,2,0
1400,Centro,2,30,1,627,1,6,2,5,3,9,78,38,500,0,0,0,3,1
1402,Centro,2,28,1,1402,0,7,6,9,4,13,146,72,500,5,0,0,3,0
1403,Centro,2,30,2,1996,0,4,3,1,4,8,95,7,233,0,0,0,3,1
1404,Centro,2,29,1,1393,1,5,3,0,4,4,62,0,500,1,0,0,4,1
1405,Centro,1,33,2,1996,1,7,0,0,4,3,46,6,78,0,0,1,2,0
1406,Centro,1,31,2,1024,0,0,0,0,4,9,1,48,299,0,0,0,2,0
1408,Centro,1,33,1,2135,1,7,9,8,4,8,70,8,277,0,0,1,3,0
1409,Centro,1,31,2,1928,1,0,0,0,4,4,38,0,205,0,1,1,3,1
1410,Centro,2,31,1,2169,1,9,11,4,4,7,129,57,500,0,0,1,2,0
1411,Centro,2,32,1,712,1,8,9,1,4,8,121,190,500,0,1,0,2,0
1413,Centro,2,32,1,2169,0,15,7,3,4,11,181,106,481,0,0,1,4,1
1414,Centro,1,34,1,2169,0,1,4,5,4,18,193,265,500,0,0,0,4,1
1415,Centro,2,31,1,712,1,7,0,1,4,6,65,4,500,2,1,1,2,0
1416,Centro,1,31,1,1527,1,2,0,4,4,7,251,0,500,6,0,1,4,1
1417,Centro,2,32,1,1024,0,6,2,1,4,6,156,90,500,1,0,1,3,1
1418,Centro,2,32,1,2185,0,2,2,1,1,4,97,24,332,0,0,1,3,1
1419,Centro,2,27,1,688,1,5,2,0,4,9,74,11,192,2,1,0,3,0
1420,Centro,1,36,2,2169,1,13,5,6,3,9,169,89,500,3,0,1,3,1
1421,Centro,1,31,1,268,0,0,1,1,4,8,137,139,500,0,0,1,4,1
1422,Centro,2,35,1,1453,0,3,2,3,4,9,84,15,447,4,1,1,3,1
1423,Centro,2,33,1,712,0,3,1,1,4,16,86,0,500,6,1,1,4,1
1424,Centro,2,31,1,1024,0,0,3,1,4,4,49,0,500,0,0,0,2,0
1425,Centro,1,36,2,1771,1,0,4,3,4,7,117,35,500,1,1,1,2,0
1426,Centro,2,35,1,514,1,5,5,1,4,9,61,19,500,0,0,0,2,0
1428,Centro,2,33,2,1453,1,8,21,10,2,6,108,3,241,6,1,0,3,1
1429,Centro,2,29,2,395,1,2,1,5,4,7,16,0,302,0,0,0,2,0
1430,Centro,2,33,2,1453,1,0,5,1,4,12,49,2,58,4,1,1,2,0
1431,Centro,1,34,1,1635,0,10,10,5,4,7,58,30,500,0,0,0,1,0
1432,Centro,1,36,2,1635,1,5,1,2,4,7,87,88,500,0,0,0,2,0
1433,Centro,1,32,2,810,0,0,0,1,4,2,4,0,97,0,1,0,1,0
1434,Centro,1,31,1,1635,1,6,7,2,4,9,139,84,500,2,0,0,2,0
1435,Centro,2,30,2,2192,1,8,6,2,4,1,177,17,500,1,0,1,2,0
1437,Centro,2,33,1,1611,0,8,15,7,4,5,27,500,500,1,0,0,2,0
1438,Centro,1,34,2,3145,1,6,15,5,4,9,178,176,500,0,1,1,2,0
1439,Centro,1,32,1,2948,0,3,5,1,4,7,45,20,500,0,1,0,3,0
1440,Centro,1,30,1,1453,1,3,4,3,4,5,59,18,500,0,1,1,2,0
1442,Centro,2,30,1,851,0,0,11,2,3,5,171,191,500,2,0,1,3,1
1444,Centro,2,30,1,1453,1,3,1,1,4,6,42,9,199,0,1,0,2,0
1445,Centro,2,30,2,1635,0,0,0,1,4,4,35,16,96,0,0,0,2,1
1446,Centro,1,31,1,2557,1,5,3,1,4,12,75,2,323,2,1,0,3,1
1447,Centro,1,32,1,1635,1,6,6,2,4,4,117,28,259,2,0,1,3,1
1448,Centro,1,33,2,627,1,3,4,1,3,11,96,23,212,0,0,0,2,0
1449,Centro,1,32,2,710,1,2,0,1,4,5,101,0,39,0,1,1,2,0
1450,Centro,2,30,1,712,1,3,5,2,4,10,53,0,500,0,1,1,2,0
1452,Centro,2,34,1,2169,1,3,4,1,1,7,48,23,500,0,0,0,3,1
1453,Centro,1,32,2,1635,1,7,4,3,4,13,74,3,288,0,0,1,2,0
1454,Centro,2,35,1,1635,1,8,5,2,4,4,74,0,124,0,0,1,2,0
1455,Centro,1,30,1,1650,1,0,1,1,4,5,54,0,25,2,0,0,2,0
1457,Centro,1,31,1,2900,1,1,2,0,4,14,58,0,67,2,1,0,3,1
1458,Centro,2,31,1,712,0,0,0,1,4,4,35,0,62,0,1,0,2,0
1460,Centro,1,31,2,1019,1,1,2,1,4,6,66,4,84,3,0,1,2,0
1461,Centro,2,32,2,712,1,3,0,1,1,9,98,51,130,0,1,0,3,0
1462,Centro,1,32,2,1904,1,4,2,2,4,6,103,0,86,0,1,1,2,0
1463,Centro,2,30,1,612,0,1,0,0,4,6,26,15,291,0,0,0,2,0
1464,Centro,2,31,2,1008,1,1,2,1,4,1,290,16,70,1,0,0,2,0
1465,Centro,2,35,1,712,1,4,2,3,4,10,69,0,148,1,1,1,2,0
1466,Centro,2,33,2,1453,1,5,2,1,2,4,40,0,500,0,1,0,2,0
1467,Centro,2,34,1,3538,1,6,5,6,4,8,192,16,153,4,1,0,3,1
1468,Centro,1,31,2,651,1,0,0,1,4,9,75,0,126,0,0,0,2,1
1470,Centro,2,31,1,712,1,5,3,0,4,6,89,31,114,0,1,1,2,0
1471,Centro,2,30,1,2020,0,7,10,4,4,8,64,14,498,1,1,0,3,1
1472,Centro,1,31,2,1635,1,0,0,0,4,2,42,0,122,0,0,1,3,1
1474,Centro,1,34,1,1453,0,0,1,0,4,10,80,50,181,0,1,0,2,0
1475,Centro,1,32,2,712,1,5,5,2,4,7,99,3,47,11,1,1,3,1
1476,Centro,1,34,2,651,1,0,2,1,1,9,36,0,227,0,0,0,2,0
1477,Centro,1,35,1,2169,1,8,3,1,4,6,164,48,500,1,0,1,3,1
1478,Centro,1,30,1,3340,1,0,0,2,4,5,19,0,3,0,0,0,3,1
1479,Centro,2,32,1,712,1,5,1,1,4,4,92,0,126,0,1,0,3,1
1480,Centro,2,31,1,2948,0,0,1,2,4,2,45,10,32,0,1,0,3,1
1481,Centro,1,31,1,2422,1,3,5,2,4,5,80,47,227,0,0,0,2,0
1482,Centro,2,31,1,712,1,0,0,0,4,5,21,1,90,0,1,0,2,0
1483,Centro,1,33,2,2549,0,2,0,0,4,5,52,0,39,2,0,0,2,0
1484,Centro,1,33,1,712,1,2,0,1,4,9,74,3,69,0,1,0,2,0
1485,Centro,1,32,2,2687,1,0,0,1,4,3,29,4,105,0,1,0,2,0
1486,Centro,2,31,2,2169,0,7,8,5,4,4,109,83,490,1,0,0,3,1
1487,Centro,2,32,2,289,1,6,6,1,2,9,151,68,172,0,0,0,3,0
1488,Centro,2,31,1,2687,1,0,0,0,4,4,17,0,203,0,1,0,2,0
1489,Centro,2,33,2,1771,0,0,0,0,2,5,7,0,118,0,1,0,2,0
1490,Centro,1,31,1,3139,1,2,3,0,4,4,58,0,152,0,1,0,3,1
1491,Centro,1,31,2,1453,0,1,2,0,1,12,185,62,500,1,1,0,2,0
1492,Centro,2,29,2,2732,1,13,6,4,4,10,106,7,360,3,0,1,3,1
1493,Centro,1,30,2,688,1,3,0,1,4,2,49,10,89,0,1,0,2,0
1494,Centro,1,31,2,1402,0,0,0,0,4,9,113,40,173,0,0,1,3,1
1495,Centro,2,29,1,712,0,1,0,2,1,16,179,245,500,0,1,0,3,0
1496,Centro,2,33,1,2536,1,0,1,0,4,5,6,4,206,0,0,0,2,0
1497,Centro,2,32,2,688,1,0,0,1,4,3,38,21,79,0,1,0,2,0
1498,Centro,2,33,1,710,0,0,2,0,4,8,25,0,492,0,1,0,2,0
1500,Centro,2,31,1,2169,1,5,5,2,4,7,99,83,321,0,0,0,2,0
1501,Centro,1,33,1,2477,1,2,0,2,4,6,63,1,148,0,0,0,3,1
1502,Centro,1,33,1,627,0,0,0,0,4,4,34,0,78,1,0,1,3,1
1503,Centro,2,32,2,1774,1,0,0,0,4,5,63,11,176,0,1,1,2,0
1504,Centro,2,31,1,2169,1,11,5,2,4,13,169,81,366,1,0,0,2,0
1505,Centro,2,32,1,1024,1,0,5,0,4,4,77,6,357,1,0,1,4,1
1506,Centro,2,32,2,1056,1,0,3,2,4,6,33,9,500,0,1,0,2,0
1507,Centro,1,29,2,1793,0,0,0,1,4,10,166,15,118,0,1,0,3,0
1508,Centro,1,32,1,3462,1,3,3,2,4,2,166,1,500,1,0,0,2,0
1509,Centro,2,32,1,627,0,0,0,0,4,9,7,0,7,0,0,0,2,0
1510,Centro,2,31,1,1527,1,0,0,2,4,11,63,19,500,0,0,0,3,0
1511,Centro,2,29,2,2194,0,0,1,0,4,4,32,0,32,0,0,0,2,0
5002,Centro,1,31,2,1917,0,1,0,5,2,2,40,0,150,1,1,1,4,1
5004,Centro,1,35,2,1917,0,0,0,2,2,1,32,0,98,0,1,1,2,0
5005,Centro,2,34,2,1917,0,3,1,0,4,2,10,0,500,0,1,1,3,1
5006,Centro,2,34,2,1917,0,0,1,0,4,2,20,0,500,2,1,1,3,1
5007,Centro,1,34,2,1917,0,0,1,0,4,2,13,0,500,0,1,0,,
5008,Centro,1,39,2,1917,0,3,0,3,4,2,31,0,137,0,1,1,,
5009,Centro,1,27,2,1917,0,1,1,1,2,2,36,0,407,1,1,1,,
5011,Centro,2,29,2,1917,0,2,0,0,1,1,6,0,163,0,1,0,2,1
5012,Centro,2,31,2,1917,0,3,3,1,1,2,37,0,500,0,1,1,,
5013,Centro,1,27,2,1917,0,0,2,2,4,1,17,0,310,2,1,1,,
5014,Centro,2,41,2,1917,1,3,2,0,4,1,30,0,500,0,1,0,,
5016,Centro,1,31,2,1917,0,0,1,0,3,2,24,0,83,0,1,1,,
5017,Centro,2,32,2,1917,0,0,1,0,4,1,16,0,262,0,1,1,,
5018,Centro,1,31,2,1917,0,3,0,0,4,1,27,0,124,0,1,1,,
5019,Centro,2,36,2,1917,0,0,0,0,4,1,50,0,286,5,1,0,4,1
5020,Centro,2,33,2,1917,1,2,0,1,4,1,35,0,463,0,1,1,3,1
5021,Centro,2,30,2,1917,0,0,0,0,4,1,21,0,500,3,1,0,,
5023,Centro,1,34,2,1917,0,0,0,2,4,1,5,0,142,0,1,0,2,0
5024,Centro,1,36,2,1917,0,1,1,0,2,1,7,0,293,0,1,0,2,0
5025,Centro,1,34,2,1917,1,0,4,1,4,1,31,0,500,0,1,0,,
5026,Centro,2,32,2,1917,1,3,4,0,2,1,40,0,500,0,1,1,,
5027,Centro,2,37,2,1917,0,1,0,0,4,1,16,0,417,0,1,0,3,0
5028,Centro,2,36,2,1917,0,1,1,1,4,1,49,0,31,2,1,0,,
5029,Centro,2,29,2,1917,0,0,0,0,4,2,2,0,500,0,1,0,2,0
5030,Centro,2,30,2,1917,0,3,0,0,4,1,52,0,87,0,1,0,,
5031,Centro,1,36,2,1917,1,0,0,1,4,1,8,0,358,0,1,0,2,0
5032,Centro,2,35,2,1917,0,0,0,0,4,1,10,0,500,0,1,0,,
5033,Centro,1,31,2,1917,0,0,1,1,2,1,7,0,500,0,1,0,2,0
5034,Centro,1,31,2,1917,0,0,1,0,2,1,9,0,500,0,1,0,2,0
5035,Norte,1,36,2,1917,0,0,2,0,4,1,12,0,164,1,1,0,2,0
5038,Centro,2,35,1,1917,1,0,0,0,4,1,24,0,500,3,1,0,,
5039,Centro,1,30,1,1917,1,1,0,0,2,1,15,0,114,0,1,0,,
5040,Centro,1,35,2,1917,1,1,0,0,4,1,5,0,500,0,1,0,,
5041,Centro,2,31,2,1917,1,0,1,3,4,1,43,0,203,0,1,0,,
5042,Centro,2,36,1,1917,0,0,1,0,4,2,6,0,374,0,1,0,2,0
5044,Centro,2,31,2,1917,0,0,1,0,4,1,7,0,183,0,1,0,,
5045,Centro,1,31,1,1917,1,3,2,0,4,1,16,0,500,0,1,0,,
5046,Centro,1,33,1,1917,0,0,0,0,4,1,6,0,500,0,1,0,,
5048,Centro,2,36,1,1917,0,0,0,0,4,1,6,0,150,0,1,0,,
5049,Centro,2,34,2,1917,1,0,0,1,4,1,4,0,198,0,1,0,2,0
5050,Centro,1,36,2,1917,0,0,5,1,4,1,67,0,322,7,1,1,4,1
5051,Centro,2,36,1,1917,0,2,3,1,1,1,81,0,427,0,1,1,,
5052,Centro,2,31,2,1917,0,0,0,0,4,1,8,0,128,0,1,1,3,1
5053,Centro,2,35,2,1917,0,2,1,3,2,1,61,0,223,3,1,0,3,0
5054,Centro,1,36,2,1917,0,0,1,1,2,1,53,0,53,0,1,0,,
5055,Centro,2,33,1,1917,1,0,0,0,2,1,5,0,230,0,1,0,,
5056,Centro,2,36,2,1917,1,0,0,1,4,1,14,0,277,0,1,0,,
5057,Centro,1,30,1,1917,1,3,2,0,2,1,36,0,472,0,1,1,,
5058,Centro,1,31,2,1917,0,0,1,1,2,1,15,0,334,0,1,0,3,1
5060,Centro,2,28,1,1917,1,0,0,0,4,1,15,0,500,1,1,1,,
5063,Centro,2,31,2,1917,0,0,0,0,4,1,4,0,500,0,1,0,,
5065,Centro,2,31,1,1917,0,0,0,0,4,1,5,0,74,0,1,0,2,0
5066,Centro,2,35,1,1917,1,1,5,0,4,1,28,0,500,1,1,0,3,1
5068,Centro,2,36,2,1917,0,0,0,1,4,2,20,0,500,0,1,0,,
5069,Centro,2,31,1,1917,1,0,0,1,4,1,5,0,287,0,1,0,,
5070,Centro,1,31,1,1917,0,0,0,0,4,1,30,0,500,0,1,0,,
5074,Centro,1,33,2,1917,1,3,1,0,4,1,40,0,81,0,1,0,,
5075,Centro,2,30,1,1917,0,0,1,0,4,1,22,0,209,4,1,0,3,0
5076,Centro,2,32,2,1917,0,0,0,0,2,1,1,0,500,0,1,0,,
5077,Centro,1,32,2,1917,1,14,4,1,4,1,89,0,415,3,1,1,4,1
5078,Centro,1,34,2,1917,1,0,0,0,4,1,7,0,172,0,1,0,2,0
5079,Centro,2,31,1,1917,1,3,0,0,4,1,12,0,151,0,1,0,,
5080,Centro,1,32,1,1917,0,0,2,1,4,1,28,0,500,1,1,1,,
5081,Centro,1,31,2,1917,1,0,1,0,4,1,11,0,147,1,1,1,,
5082,Centro,2,35,2,1917,1,3,1,1,4,1,51,0,108,0,1,1,,
5083,Centro,1,33,1,1917,0,0,3,1,4,1,23,0,220,3,1,0,4,1
5084,Centro,2,34,1,1917,0,0,0,0,4,1,3,0,500,0,1,0,2,0
5085,Centro,1,35,1,1917,0,5,2,2,4,1,57,0,500,0,1,1,3,1
5086,Centro,2,30,2,1917,0,0,1,0,4,1,48,0,500,4,1,1,4,1
5088,Centro,1,33,2,1917,1,2,0,0,4,1,3,0,325,0,1,0,,
5089,Centro,1,34,1,1917,1,0,0,0,4,1,9,0,59,0,1,0,,
5091,Centro,2,33,1,1917,1,2,0,0,3,1,37,0,240,1,1,1,4,1
5092,Centro,1,31,1,1917,0,0,0,0,4,1,7,0,63,0,1,0,2,0
5093,Centro,2,30,1,1917,1,8,1,0,4,1,62,0,500,9,1,1,3,1
5095,Centro,2,32,2,1917,1,0,0,0,3,1,6,0,500,0,1,0,2,0
5096,Centro,1,34,2,1917,0,0,0,0,4,1,8,0,129,0,1,0,2,0
5097,Centro,2,35,2,1917,1,3,0,0,4,1,21,0,500,0,1,1,,
5098,Centro,2,31,1,1917,0,7,4,0,4,1,83,0,500,2,1,0,4,1
5099,Centro,1,36,1,1917,0,1,3,9,4,1,206,0,374,2,1,1,4,1
5100,Centro,1,31,1,1917,0,2,0,0,4,1,23,0,198,1,1,0,3,0
5101,Centro,1,34,2,1917,1,0,0,0,4,1,3,0,54,0,1,0,1,0
5102,Centro,1,34,2,1917,1,1,2,1,4,1,13,0,117,0,1,0,2,0
5104,Centro,2,33,1,1917,1,0,2,0,4,1,25,0,258,0,1,0,,
5106,Centro,2,36,1,1917,1,6,0,0,4,2,52,0,500,1,1,0,2,0
5107,Centro,1,34,1,1917,0,4,0,0,4,1,30,0,215,1,1,0,3,1
5108,Centro,2,32,1,1917,0,9,4,5,4,1,103,0,500,2,1,0,4,1
5109,Centro,2,34,1,1917,1,8,7,3,2,1,105,0,500,4,1,1,,
5110,Centro,1,32,1,1917,0,0,0,0,4,1,26,0,217,0,1,0,,
5111,Norte,1,32,1,1917,0,2,1,1,2,1,67,0,190,0,1,1,,
5112,Centro,2,31,1,1917,0,0,0,0,4,2,11,0,388,1,1,1,,
5113,Centro,1,32,1,1917,0,0,1,0,4,1,25,0,36,0,1,1,,
5114,Centro,2,29,1,1917,1,1,2,0,4,1,19,0,155,0,1,1,,
5115,Centro,1,34,1,1917,0,0,0,0,2,2,14,0,244,0,1,0,2,1
5116,Centro,2,30,1,1917,1,0,1,5,4,1,66,0,196,0,1,1,4,1
5117,Centro,1,30,1,1917,0,2,3,1,4,1,49,0,500,3,1,1,3,0
5118,Centro,2,33,2,1917,1,2,0,0,4,1,23,0,75,0,1,1,,
5119,Centro,2,30,2,1917,1,0,2,1,2,1,33,0,438,0,1,1,,
5120,Centro,2,31,1,1917,1,11,4,1,1,1,73,0,500,5,1,1,3,1
5121,Centro,1,33,1,1917,1,0,1,0,4,1,22,0,195,0,1,0,,
5122,Centro,2,31,1,1917,1,3,1,0,4,1,24,0,500,0,1,0,,
5123,Centro,1,33,2,1917,1,0,0,0,4,2,13,0,264,1,1,0,,
5124,Centro,2,32,1,1917,1,0,0,1,4,1,7,0,103,0,1,0,,
5126,Centro,1,33,1,1917,0,3,0,0,4,1,15,0,379,0,1,0,,
5127,Centro,2,27,1,1917,1,0,2,0,4,2,28,0,279,1,1,0,2,0
5128,Centro,1,30,2,1917,0,0,0,1,4,1,15,0,260,0,1,1,3,0
5129,Centro,1,32,2,1917,0,1,0,0,4,2,20,0,171,0,1,1,3,1
5130,Centro,1,35,1,1917,1,4,1,0,2,1,45,0,167,0,1,0,,
5131,Centro,1,33,2,1917,0,2,0,0,2,1,5,0,153,0,1,0,,
5133,Centro,2,35,2,1917,1,0,2,0,4,1,5,0,500,0,1,0,,
5134,Centro,2,31,1,1917,0,0,1,0,3,1,12,0,334,0,1,0,,
5139,Centro,1,29,1,1917,0,2,0,0,4,1,16,0,90,0,1,1,1,0
5141,Centro,1,32,2,1917,1,0,0,0,4,2,27,0,500,0,1,1,2,0
5143,Centro,1,36,2,1917,1,0,0,1,4,1,7,0,500,0,1,0,2,0
5145,Centro,1,35,1,1917,0,0,2,2,3,1,23,0,81,0,1,1,3,1
5146,Centro,2,31,1,1917,1,0,0,1,4,1,37,0,211,0,1,1,3,1
5147,Centro,2,33,2,1917,1,0,0,0,3,1,4,0,373,0,1,0,2,0
5149,Centro,2,32,2,1917,0,0,0,0,4,1,2,0,146,0,1,0,2,0
5150,Centro,2,33,2,1917,0,4,3,1,4,1,48,0,500,0,1,1,3,1
5154,Centro,1,31,2,1917,0,0,0,0,4,1,4,0,232,0,1,0,2,0
5157,Centro,2,31,1,1917,1,3,0,1,4,1,29,0,259,0,1,1,3,1
5158,Centro,1,37,2,1917,1,0,1,1,1,2,42,0,500,0,1,0,3,1
5160,Centro,2,31,1,1917,1,1,0,0,4,1,22,0,36,0,1,0,3,0
5162,Centro,2,27,1,1917,1,0,0,0,4,1,3,0,500,0,1,0,2,0
5163,Centro,2,31,2,1917,1,9,2,1,4,1,65,0,500,1,1,0,3,1
5164,Centro,2,32,2,1917,0,0,0,0,4,2,6,0,500,0,1,0,2,0
5166,Centro,2,28,1,1917,1,2,0,0,4,2,7,0,40,0,1,0,1,0
5167,Centro,2,32,2,1917,0,0,1,0,4,2,9,0,311,0,1,0,2,0
5169,Centro,2,34,1,1917,0,0,0,0,4,1,30,0,500,0,1,1,3,0
5171,Centro,2,36,2,1917,1,5,2,0,4,1,43,0,145,0,1,1,3,1
5172,Centro,1,31,1,1917,0,3,2,3,2,2,262,0,500,6,1,1,4,1
5173,Centro,2,26,1,1917,0,2,0,0,4,1,20,0,267,0,1,0,2,0
5174,Centro,2,35,2,1917,0,0,0,0,4,1,4,0,112,0,1,0,2,0
5176,Centro,1,35,1,1917,1,5,0,0,4,1,41,0,114,1,1,1,3,1
5177,Centro,1,32,1,1917,0,2,4,1,4,1,28,0,113,0,1,0,3,1
5178,Centro,1,33,2,1917,0,1,0,0,3,1,6,0,18,0,1,0,2,0
5180,Centro,2,31,1,1917,0,0,0,0,4,2,15,0,383,0,1,1,3,1
5181,Centro,1,33,2,1917,1,3,1,2,2,1,244,0,137,0,1,1,4,1
5182,Centro,2,34,1,1917,0,0,0,0,4,1,8,0,186,0,1,0,3,1
5183,Centro,1,34,2,1917,0,2,0,0,2,1,13,0,123,0,1,0,2,0
5184,Centro,2,35,1,1917,0,2,1,0,4,2,32,0,71,0,1,0,3,0
5187,Centro,1,38,2,1917,1,0,0,0,4,1,24,0,168,0,1,1,2,0
5189,Centro,2,29,1,1917,1,2,0,0,3,1,6,0,257,0,1,0,3,1
5192,Centro,2,32,1,1917,0,2,2,3,4,1,49,0,214,0,1,1,4,1
5193,Centro,1,32,2,1917,1,1,1,0,4,1,10,0,500,0,1,0,2,0
5194,Centro,1,30,1,1917,0,1,0,3,4,1,28,0,100,0,1,1,3,1
5196,Centro,2,27,1,1917,1,3,2,1,4,1,45,0,500,0,1,1,3,1
5197,Centro,2,32,1,1917,0,0,0,0,4,1,12,0,121,0,1,1,2,0
5198,Centro,1,33,1,1917,0,0,0,0,2,1,32,0,444,0,1,1,4,1
5199,Centro,1,35,2,1917,1,0,0,0,4,1,6,0,149,0,1,0,2,0
5201,Centro,2,36,2,1917,1,3,0,0,4,1,41,0,50,0,1,1,4,1
5203,Centro,2,31,2,1917,1,0,0,0,2,1,6,0,138,0,1,0,3,1
5205,Centro,1,30,1,1917,0,0,0,0,4,1,6,0,92,0,1,0,1,0
5207,Norte,1,33,2,1917,0,0,2,0,4,2,6,0,184,0,1,0,1,0
5209,Centro,1,28,1,1917,1,2,0,1,4,2,28,0,116,0,1,1,2,0
5210,Centro,2,30,1,1917,1,0,2,0,4,2,7,0,158,0,1,0,2,0
5211,Centro,2,27,1,1917,0,0,0,1,4,1,6,0,120,0,1,0,2,0
5213,Centro,2,31,1,1917,0,2,3,1,4,1,31,0,276,4,1,0,4,1
5214,Centro,1,36,1,1917,1,2,5,1,4,2,37,0,500,1,1,0,3,1
5216,Centro,2,31,1,1917,1,2,4,0,4,2,29,0,183,2,1,0,2,0
5217,Centro,1,32,1,1917,1,0,0,0,4,1,3,0,224,0,1,0,1,0
5218,Centro,1,34,1,1917,1,0,1,0,4,1,36,0,500,0,1,1,3,1
5221,Centro,1,35,2,1917,1,0,0,0,4,1,17,0,42,0,1,1,2,0
5222,Centro,1,34,2,1917,0,2,1,1,2,2,10,0,500,0,1,0,2,0
5223,Centro,2,31,1,1917,1,2,2,0,4,1,82,0,213,0,1,1,4,1
5224,Centro,2,33,2,1917,1,1,0,0,4,2,13,0,156,0,1,0,2,0
5226,Centro,2,30,1,1917,1,0,1,0,4,1,8,0,141,0,1,0,2,0
5227,Centro,1,31,1,1917,0,2,0,1,4,1,149,0,419,1,1,1,3,0
5228,Centro,2,27,1,1917,0,4,3,1,1,1,186,0,47,0,1,1,4,1
5229,Centro,1,36,2,1917,0,0,0,0,4,1,9,0,63,0,1,0,4,1
5230,Centro,1,28,1,1917,1,3,0,0,4,2,11,0,312,0,1,1,3,1
5231,Centro,2,35,2,1917,0,0,0,0,2,1,11,0,71,0,1,0,3,0
5232,Centro,1,32,1,1917,1,0,0,0,4,1,26,0,54,0,1,1,3,1
5234,Centro,2,34,1,1917,0,0,0,1,4,1,17,0,145,0,1,0,3,0
5235,Centro,1,29,1,1917,1,0,0,0,4,1,13,0,500,0,1,1,3,0
5236,Centro,2,36,2,1917,0,2,0,0,4,1,27,0,186,3,1,0,2,0
5237,Centro,1,34,2,1917,1,0,0,0,4,1,24,0,42,0,1,1,3,1
5240,Centro,1,31,2,1917,1,0,0,0,1,1,5,0,178,0,1,0,3,1
5241,Centro,2,35,1,1917,0,0,0,0,4,1,61,0,500,0,1,1,3,1
5242,Centro,2,31,2,1917,0,1,8,1,4,1,24,0,189,1,1,0,2,0
5245,Centro,2,36,1,1917,0,0,0,0,4,1,12,0,500,0,1,1,3,1
5246,Centro,1,32,1,1917,0,2,1,1,1,1,47,0,128,2,1,0,3,1
5247,Centro,2,31,2,1917,0,0,0,0,4,1,4,0,30,0,1,0,2,0
5249,Centro,1,33,1,1917,0,0,2,0,4,2,3,0,354,0,1,0,2,0
5250,Centro,2,34,1,1917,0,0,0,0,3,2,15,0,271,0,1,1,3,1
5253,Centro,2,35,2,1917,1,0,0,0,4,1,11,0,455,0,1,0,3,0
5254,Centro,2,32,1,1917,1,3,0,0,4,1,13,0,325,0,1,0,2,0
5255,Centro,1,32,1,1917,0,0,0,0,4,1,38,0,500,0,1,0,2,0
5256,Centro,1,27,1,1917,1,2,4,0,2,1,50,0,500,6,1,1,3,1
5260,Centro,2,33,2,1917,1,0,2,0,4,1,30,0,500,0,1,0,3,1
5262,Centro,1,33,1,1917,0,0,0,2,4,1,29,0,500,0,1,0,4,1
5263,Centro,2,32,2,1917,0,0,0,0,3,2,6,0,48,0,1,0,2,0
5265,Centro,1,33,1,1917,1,3,1,0,4,2,40,0,289,0,1,1,3,1
5267,Centro,2,32,2,1917,0,0,0,0,4,1,3,0,121,0,1,0,2,0
5268,Centro,1,27,2,1917,1,0,0,1,2,1,9,0,151,0,1,0,2,0
5269,Centro,2,31,2,1917,0,3,1,0,4,1,63,0,25,3,1,1,3,1
5270,Centro,1,33,2,1917,0,2,2,2,4,1,65,0,234,3,1,1,3,1
5272,Centro,1,32,1,1917,1,6,2,2,4,2,60,0,371,6,1,1,3,1
5273,Centro,1,36,1,1917,1,0,0,0,4,1,67,0,500,0,1,1,3,0
5274,Centro,2,31,1,1917,0,0,1,2,4,1,94,0,47,0,1,0,4,1
5276,Centro,2,35,1,1917,0,0,1,0,4,2,65,0,250,3,1,1,3,0
5277,Centro,2,35,2,1917,0,4,0,0,4,2,22,0,500,0,1,1,3,1
5279,Centro,1,26,1,1917,1,0,0,0,4,1,17,0,500,0,1,1,3,1
5280,Centro,1,30,1,1917,1,0,2,0,2,2,25,0,500,1,1,0,3,1
5283,Centro,1,33,2,1917,1,0,0,1,4,1,31,0,85,0,1,1,3,1
5284,Centro,1,31,1,1917,1,0,0,0,4,1,8,0,149,0,1,0,1,0
5285,Centro,1,31,2,1917,1,3,6,1,4,1,41,0,260,0,1,0,4,1
5287,Centro,1,30,1,1917,1,1,0,2,4,1,22,0,129,0,1,1,3,1
5289,Centro,1,36,2,1917,0,0,0,0,2,1,4,0,281,0,1,0,2,0
5292,Centro,1,33,2,1917,0,0,2,0,4,1,7,0,57,0,1,0,2,0
5295,Centro,1,33,1,1917,0,0,4,1,2,2,7,0,500,0,1,0,2,0
